Title,Sentence
Obesity market sales potential tightens as Novo and Lilly enter new era,"Previously based in Nairobi and Cairo for Reuters and in Lagos for the Financial Times, Maggie got her start in journalism in 2010 as a freelancer for The Associated Press in South Sudan."
Obesity market sales potential tightens as Novo and Lilly enter new era,Bhanvi is a London-based reporter covering European pharmaceutical companies and the healthcare industry.
Obesity market sales potential tightens as Novo and Lilly enter new era,"She previously covered U.S. health and pharma firms, with a focus on the new weight loss drugs that are transforming the obesity treatment space."
Obesity market sales potential tightens as Novo and Lilly enter new era,"Her coverage includes a trend piece on the underuse of their weight-loss drugs among men, increased interest in therapies being developed for preservation of lean mass, and a scoop on gene therapy maker Sarepta defying an FDA order to stop shipping its muscular dystrophy treatment."
Disney shares slump as its theme parks see fewer international visitors,"Summary  Companies  Disney's theme parks group drives revenue and profit growth  Disney's sports unit hit by YouTube TV dispute  Overall revenue for quarter to December 27 up 5% at $26 billion, vs $25.7 billion forecast  LOS ANGELES, Feb 2 (Reuters) - Walt Disney's (DIS.N), opens new tab warning that a decline in international visitors to its U.S. theme parks and a slump in earnings at its TV and film division sent shares down nearly 5% in trading on Monday, just as it readies a successor to outgoing CEO Bob Iger."
Disney shares slump as its theme parks see fewer international visitors,"The company said there were ""headwinds"" among international visitors without giving a reason at a time when foreign travel to the United States has been waning."
Disney shares slump as its theme parks see fewer international visitors,"CFO Hugh Johnston added that Disney is focusing promotional efforts on U.S. consumers, as it has ""less visibility"" into international visitors."
Disney shares slump as its theme parks see fewer international visitors,Read about innovative ideas and the people working on solutions to global crises with the Reuters Beacon newsletter.
Disney shares slump as its theme parks see fewer international visitors,"Disney's entertainment unit, which includes the company's film studios, television networks and streaming services, reported a 35% drop in operating profit due to the cost of marketing a heavy slate of theatrical releases that included box-office hits ""Zootopia 2"" and “Avatar: Fire and Ash."""
Disney shares slump as its theme parks see fewer international visitors,Disney also stopped disclosing revenue and operating income for its TV channels.
Disney shares slump as its theme parks see fewer international visitors,Johnston said it was “no longer relevant” in a world where entertainment is distributed broadly.
Disney shares slump as its theme parks see fewer international visitors,"""The share price drop is very much to do with the parks business,"" said Ben Barringer, head of technology research at Quilter Cheviot."
Disney shares slump as its theme parks see fewer international visitors,"""Its size means it ultimately matters more and thus will move the market.”  The media and entertainment giant is expected to name a new chief executive to replace Iger early this year."
Disney shares slump as its theme parks see fewer international visitors,"Hollywood executives believe Josh D'Amaro, the chairman of the experiences division, which includes the parks division, is the front-runner."
Disney shares slump as its theme parks see fewer international visitors,"""In our view, succession has been an overhang on the shares recently,"" wrote Bank of America's Jessica Reif Ehrlich, noting press speculation that D'Amaro will be named the next CEO, which she said would be ""well-received by the investment community"" due to the overall performance of the experiences division."
Disney shares slump as its theme parks see fewer international visitors,Iger is set to step down at the end of the year.
Disney shares slump as its theme parks see fewer international visitors,He said he is setting up the next chief executive to find opportunities to grow the company.
Disney shares slump as its theme parks see fewer international visitors,"“In the world that changes as much as it does, in some form or another trying to preserve the status quo was a mistake, and I'm certain that my successor will not do that,” he said."
Disney shares slump as its theme parks see fewer international visitors,"The experiences unit, which includes Disney's parks, cruises and consumer products, carried the December quarter, generating $10 billion in revenue and 72% of the company's quarterly operating profit of nearly $5 billion."
Disney shares slump as its theme parks see fewer international visitors,"US TRAVEL STRUGGLES  The United States registered a 6% drop in foreign visitors in 2025 even as global tourism generated a 6.7% rise in spending, according to WTTC, an industry group."
Disney shares slump as its theme parks see fewer international visitors,"Concerns including U.S. anti-immigration policies pushed tourists to European countries such as Spain and France, as well as Japan."
Disney shares slump as its theme parks see fewer international visitors,The company's overall revenue rose 5% to $26 billion for its fiscal first quarter ended December 27.
Disney shares slump as its theme parks see fewer international visitors,"That topped the consensus revenue forecast of $25.7 billion, according to analysts surveyed by LSEG."
Disney shares slump as its theme parks see fewer international visitors,"Disney reported income before taxes of $3.7 billion, besting Wall Street's projection of $3.5 billion."
Disney shares slump as its theme parks see fewer international visitors,"Adjusted per-share earnings fell to $1.63, down 7% from a year earlier but better than analysts' estimate of $1.57 per share."
Disney shares slump as its theme parks see fewer international visitors,"Disney reaffirmed its full-year forecast of double-digit per-share earnings growth, compared with fiscal 2025."
Disney shares slump as its theme parks see fewer international visitors,"It estimates it will bring in $19 billion in cash from operations, and is on track to repurchase $7 billion in stock."
Disney shares slump as its theme parks see fewer international visitors,"Disney and YouTube TV's two-week contract dispute, which resulted in millions of subscribers losing access to Disney-owned networks such as ESPN, produced a $110 million hit to the company's sports unit, which reported a 23% drop in operating income for the quarter."
Disney shares slump as its theme parks see fewer international visitors,"Disney's streaming services, which include Disney+, Hulu and ESPN, reported a 72% spike in operating income to $450 million."
Disney shares slump as its theme parks see fewer international visitors,"Revenue rose to $4.4 billion, up 13% from a year ago."
Disney shares slump as its theme parks see fewer international visitors,The company no longer reports the number of streaming subscribers.
Disney shares slump as its theme parks see fewer international visitors,"Reporting by Dawn Chmielewski, Additional reporting by Harshita Mary Varghese; Editing by Edmund Klamann and Nick Zieminski"
