Title,Sentence,clean_sentence
Trading Day: Solid data over hard assets,"Network errors and attacks are usually temporary, so this page will probably work later.",Network error attack usually temporary page probably work later
South African white separatists claim land acquired from Zulu king then lost to British,"Summary  South Africa's white nationalists emboldened by Trump  Dutch settlers' descendants own most privately owned land  Separatists a small minority among Afrikaners  JOHANNESBURG, Feb 2 (Reuters) - A white South African separatist group, emboldened by U.S. President Donald Trump's drive to take over Greenland, has laid claim to land that descendants of Dutch settlers acquired from a Zulu king but later lost to Britain.",white South African separatist group emboldened U.S. President Donald Trump drive take Greenland laid claim land descendant Dutch settler acquired Zulu king later lost Britain
South African white separatists claim land acquired from Zulu king then lost to British,"The claim by the group Boervolk of the Orange Free State to land in KwaZulu-Natal province near the border with Lesotho was published in the government gazette last week, invoking a U.N. resolution granting independence to colonial states.",The claim group Boervolk Orange Free State land KwaZulu-Natal province near border Lesotho published government gazette last week invoking U.N. resolution granting independence colonial state
South African white separatists claim land acquired from Zulu king then lost to British,The group said it was taking its cue from Trump questioning whether Denmark's colonisation of Greenland gives it the right to own the Arctic island.,The group said taking cue Trump questioning whether Denmark colonisation Greenland give right Arctic island
South African white separatists claim land acquired from Zulu king then lost to British,A spokesperson for the group did not respond to several emailed requests for comment.,spokesperson group respond several emailed request comment
South African white separatists claim land acquired from Zulu king then lost to British,A spokesperson for South Africa's land reform department did not respond to a request for comment.,spokesperson South Africa land reform department respond request comment
South African white separatists claim land acquired from Zulu king then lost to British,"The government has let one white separatist group, Orania, set up a small community on the Orange River, but it would be unlikely to accept the Boervolk of the Orange Free State's claim.",The government let one white separatist group Orania set small community Orange River would unlikely accept Boervolk Orange Free State claim
South African white separatists claim land acquired from Zulu king then lost to British,DESCENDENTS OF DUTCH SETTLERS  Boervolk of the Orange Free State is one of several small separatist groups representing Afrikaners - descendents of mostly Dutch settlers who arrived at the Cape of Good Hope in the 17th century and spread inland.,DESCENDENTS DUTCH SETTLERS Boervolk Orange Free State one several small separatist group representing Afrikaners descendent mostly Dutch settler arrived Cape Good Hope 17th century spread inland
South African white separatists claim land acquired from Zulu king then lost to British,"The land it claims was acquired by Afrikaners from the Zulu king they backed in an 1840 succession war against his brother, but Britain took it by force in the second Anglo-Boer war at the turn of the 20th century and incorporated it into South Africa.",The land claim acquired Afrikaners Zulu king backed 1840 succession war brother Britain took force second Anglo-Boer war turn 20th century incorporated South Africa
South African white separatists claim land acquired from Zulu king then lost to British,"Much of the land settled by Afrikaners was seized from Black Africans in skirmishes, and as a result Afrikaners still own most of South Africa's privately owned land.",Much land settled Afrikaners seized Black Africans skirmish result Afrikaners still South Africa privately owned land
South African white separatists claim land acquired from Zulu king then lost to British,Very few Afrikaners and other white nationalists have sought to break away.,Very Afrikaners white nationalist sought break away
South African white separatists claim land acquired from Zulu king then lost to British,"Boervolk of the Orange Free State said ownership of the land in Kwazulu-Natal came from ""willing buyer and seller agreements"" with Zulu kings Dingaan and Mpande.",Boervolk Orange Free State said ownership land Kwazulu-Natal came willing buyer seller agreement Zulu king Dingaan Mpande
South African white separatists claim land acquired from Zulu king then lost to British,"""Britain never owned (the land) ... and couldn't legally give it to the Union of South Africa in 1910,"" it said.",Britain never owned land ... could n't legally give Union South Africa 1910 said
South African white separatists claim land acquired from Zulu king then lost to British,"Therefore, it said, the land did not legally belong to South Africa's Black majority government, which took power after ending Afrikaner nationalist apartheid in 1994.",Therefore said land legally belong South Africa Black majority government took power ending Afrikaner nationalist apartheid 1994
