tokens,labels,labels_encoded
"['Bullion', 'fell', 'more', 'than', '9.8', '%', 'on', 'January', '30', ',', 'in', 'its', 'sharpest', 'one-day', 'drop', 'since', '1983', ',', 'and', 'extended', 'its', 'fall', 'on', 'Monday', ',', 'as', 'increased', 'CME', '(', 'CME.O', ')', ',', 'opens', 'new', 'tab', 'margin', 'requirements', 'added', 'to', 'selling', 'pressure', '.']","['B-ORG', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[9, 28, 28, 28, 0, 28, 28, 1, 16, 28, 28, 28, 28, 28, 28, 28, 1, 28, 28, 28, 28, 28, 28, 1, 28, 28, 28, 9, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Meanwhile', ',', 'Deutsche', 'Bank', 'on', 'Monday', 'reiterated', 'its', 'gold', 'price', 'forecast', 'of', '$', '6,000', 'an', 'ounce', 'in', '2026', ',', 'citing', 'sustained', 'investor', 'demand', 'for', 'the', 'precious', 'metal', 'despite', 'an', 'adjustment', 'in', 'prices', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MONEY', 'I-MONEY', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 9, 28, 28, 1, 28, 28, 28, 28, 28, 28, 6, 20, 28, 28, 28, 1, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Following', 'is', 'a', 'list', 'of', 'analysts', ""'"", 'latest', 'gold', 'price', 'forecasts', '(', 'in', '$', 'per', 'ounce', ')', ':', '*', 'end-of-period', 'forecasts', 'Reporting', 'by', 'Pablo', 'Sinha', 'in', 'Bengaluru', ';', 'Editing', 'by', 'Harikrishnan', 'Nair']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-PERSON', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 5, 28, 28, 28, 10, 28]"
"['Summary', 'Commodities', 'slump', 'after', 'Warsh', 'picked', 'to', 'be', 'US', 'Fed', 'chair', 'Gold', ',', 'silver', ',', 'oil', ',', 'copper', 'see', 'sharp', 'losses', 'CME', 'raises', 'margin', 'requirements', 'following', 'sharp', 'Friday', 'selloff', 'US-Iran', 'de-escalation', 'eases', 'oil', 'supply', 'fears', 'SINGAPORE', ',', 'Feb', '2', '(', 'Reuters', ')', '-', 'Commodities', 'markets', 'slumped', 'on', 'Monday', 'as', 'a', 'de-escalation', 'of', 'tensions', 'between', 'the', 'United', 'States', 'and', 'Iran', 'propelled', 'steep', 'losses', 'in', 'oil', ',', 'while', 'gold', 'and', 'silver', 'tumbled', 'for', 'a', 'second', 'straight', 'session', 'after', 'CME', 'Group', 'said', 'it', 'would', 'raise', 'margin', 'requirements', '.']","['O', 'B-ORG', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-NORP', 'B-ORG', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-DATE', 'I-DATE', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 9, 28, 28, 10, 28, 28, 28, 7, 9, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 1, 28, 7, 28, 28, 28, 28, 28, 3, 28, 1, 16, 28, 9, 28, 28, 9, 28, 28, 28, 1, 28, 28, 28, 28, 28, 28, 28, 9, 22, 28, 5, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 8, 28, 28, 28, 9, 22, 28, 28, 28, 28, 28, 28, 28]"
"['The', 'selloff', 'was', 'unleashed', 'by', 'President', 'Donald', 'Trump', ""'s"", 'choice', 'on', 'Friday', 'of', 'Kevin', 'Warsh', 'for', 'the', 'next', 'U.S.', 'Fed', 'chair', ',', 'a', 'move', 'that', 'sent', 'precious', 'metals', 'sharply', 'lower', '.']","['O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-DATE', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O']","[28, 9, 28, 9, 28, 28, 10, 23, 28, 28, 28, 1, 28, 10, 23, 28, 28, 28, 9, 22, 28, 28, 28, 28, 28, 9, 28, 28, 9, 28, 28]"
"['Gold', 'and', 'silver', 'had', 'jumped', '30', '%', 'and', '71', '%', 'to', 'record', 'highs', 'in', 'January', 'before', 'the', 'downturn', '.']","['O', 'O', 'B-PERSON', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O']","[28, 28, 10, 28, 28, 0, 28, 28, 0, 28, 28, 28, 28, 28, 1, 28, 28, 28, 28]"
"['Get', 'a', 'look', 'at', 'the', 'day', 'ahead', 'in', 'European', 'and', 'global', 'markets', 'with', 'the', 'Morning', 'Bid', 'Europe', 'newsletter', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-NORP', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 9, 28, 7, 28, 28]"
"['were', 'pressured', 'early', 'as', 'investors', 'ditched', 'other', 'assets', 'to', 'cover', 'precious', 'metals', 'losses', ',', 'but', 'absorbed', 'the', 'blow', 'to', 'end', 'higher', 'while', 'the', 'dollar', 'rose', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 14, 28]"
"['Gold', 'was', 'down', 'nearly', '4', '%', 'on', 'Monday', 'after', 'hitting', 'its', 'lowest', 'in', 'four', 'weeks', ',', 'while', 'silver', 'fell', 'nearly', '5', '%', '.']","['O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-CARDINAL', 'O', 'O']","[28, 28, 28, 28, 0, 28, 28, 1, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 0, 28, 28]"
"['Oil', ',', 'settled', 'over', '4', '%', 'lower', ',', 'easing', 'from', 'multi-month', 'highs', ',', 'and', 'London', 'Metal', 'Exchange', 'copper', 'fell', '4', '%', '.']","['O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O']","[28, 28, 28, 28, 0, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 0, 28, 28]"
"['On', 'Friday', ',', 'Trump', 'named', 'Warsh', ',', 'a', 'former', 'governor', 'of', 'the', 'Federal', 'Reserve', ',', 'to', 'succeed', 'Jerome', 'Powell', 'as', 'head', 'of', 'the', 'central', 'bank', 'in', 'May', '.']","['O', 'B-DATE', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","[28, 1, 28, 10, 28, 10, 28, 28, 28, 28, 28, 28, 9, 22, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 1, 28]"
"['The', 'choice', 'sparked', 'selling', 'across', 'financial', 'markets', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28]"
"['Trump', ""'s"", 'choice', 'of', 'Warsh', 'upended', 'the', 'idea', 'that', 'Powell', ""'s"", 'replacement', 'would', 'push', 'for', 'aggressive', 'monetary', 'easing', 'and', 'lifted', 'the', 'dollar', ',', 'which', ',', 'when', 'it', 'rises', ',', 'makes', 'commodities', 'more', 'expensive', 'for', 'holders', 'of', 'other', 'currencies', ',', 'hitting', 'demand', '.']","['B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[10, 28, 28, 28, 10, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Though', 'he', 'now', 'advocates', 'for', 'rates', 'to', 'be', 'lowered', ',', 'Warsh', 'had', 'a', 'reputation', 'as', 'an', 'inflation', 'hawk', 'in', 'his', 'earlier', 'stint', 'at', 'the', 'Fed', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28]"
"['A', 'hawkish', 'Fed', 'signals', 'interest', 'rates', 'will', 'stay', 'higher', 'for', 'longer', ',', 'supporting', 'the', 'dollar', 'and', 'raising', 'the', 'opportunity', 'cost', 'of', 'holding', 'gold', 'and', 'silver', ',', 'dimming', 'their', 'appeal', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O']","[28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28]"
"['``', 'A', 'stronger', 'U.S.', 'dollar', 'is', 'also', 'adding', 'pressure', 'on', 'precious', 'metals', 'and', 'other', 'commodities', ',', 'including', 'oil', 'and', 'base', 'metals', ',', ""''"", 'said', 'Vivek', 'Dhar', ',', 'a', 'commodities', 'strategist', 'at', 'Commonwealth', 'Bank', 'of', 'Australia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 23, 28, 28, 28, 28, 28, 9, 22, 22, 22, 28]"
"['PRECIOUS', 'METALS', 'SELLING', 'ACCELERATES', 'ON', 'MARGIN', 'HIKES', 'The', 'decline', 'began', 'on', 'Friday', ',', 'with', 'the', 'steepest', 'one-day', 'drop', 'in', 'spot', 'gold', 'since', '1983', ',', 'for', 'a', 'fall', 'of', 'more', 'than', '9', '%', ',', 'while', 'silver', 'plunged', '27', '%', 'in', 'its', 'largest', 'daily', 'decline', 'on', 'record', '.']","['O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 1, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 1, 28, 28, 28, 28, 28, 28, 28, 0, 28, 28, 28, 10, 28, 0, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Selling', 'in', 'precious', 'metals', 'accelerated', 'as', 'CME', 'Group', 'hiked', 'margins', 'on', 'its', 'metal', 'futures', ',', 'with', 'effect', 'from', 'Monday', ""'s"", 'market', 'close', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 9, 22, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 1, 28, 28, 28, 28]"
"['An', 'increase', 'in', 'margin', 'requirements', 'is', 'generally', 'negative', 'for', 'affected', 'contracts', ',', 'as', 'the', 'higher', 'capital', 'outlay', 'can', 'dampen', 'speculative', 'participation', ',', 'reduce', 'liquidity', ',', 'and', 'push', 'traders', 'to', 'unwind', 'positions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['``', 'The', 'scale', 'of', 'the', 'unwind', 'unfolding', 'in', 'gold', 'today', 'is', 'something', 'I', 'have', ""n't"", 'witnessed', 'since', 'the', 'dark', 'days', 'of', 'the', '2008', 'global', 'financial', 'crisis', ',', ""''"", 'said', 'IG', 'market', 'analyst', 'Tony', 'Sycamore', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 1, 28, 28, 28, 28, 28, 28, 9, 28, 28, 10, 23, 28]"
"['Energy', 'markets', 'came', 'under', 'pressure', 'on', 'Monday', 'from', 'milder', 'U.S.', 'weather', 'and', 'signs', 'of', 'de-escalation', 'in', 'U.S.-Iran', 'tensions', 'after', 'Trump', ""'s"", 'weekend', 'comments', 'that', 'Iran', 'was', '``', 'seriously', 'talking', ""''"", 'with', 'Washington', ',', 'easing', 'fears', 'of', 'conflict', 'with', 'the', 'OPEC', 'member', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']","[28, 28, 28, 28, 28, 28, 1, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 5, 19, 28, 28, 28, 28, 28, 3, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28]"
"['Those', 'comments', ',', 'along', 'with', 'reports', 'that', 'the', 'naval', 'forces', 'of', 'Iran', ""'s"", 'Revolutionary', 'Guards', 'have', 'no', 'plans', 'for', 'live-fire', 'exercises', 'in', 'the', 'Strait', 'of', 'Hormuz', ',', 'are', 'signs', 'of', 'de-escalation', ',', 'Sycamore', 'added', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 5, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 5, 19, 19, 28, 28, 28, 28, 28, 28, 9, 28, 28]"
"['Copper', 'and', 'iron', 'ore', 'markets', 'faced', 'headwinds', 'amid', 'worries', 'over', 'high', 'inventories', 'and', 'subdued', 'demand', 'in', 'the', 'run-up', 'to', 'this', 'month', ""'s"", 'Lunar', 'New', 'Year', 'break', 'in', 'China', ',', 'the', 'world', ""'s"", 'biggest', 'buyer', 'of', 'industrial', 'and', 'bulk', 'metals', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 1, 16, 16, 28, 28, 3, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['The', 'end-user', 'demand', 'and', 'transactions', 'are', 'expected', 'to', 'be', 'sluggish', 'before', 'the', 'holiday', ',', 'which', 'starts', 'on', 'February', '15', ',', 'analysts', 'said', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 1, 16, 28, 28, 28, 28]"
"['In', 'other', 'commodities', ',', 'Chicago', 'wheat', 'shed', '2', '%', 'as', 'the', 'dollar', 'firmed', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 5, 28, 28, 0, 28, 28, 28, 28, 28, 28]"
"['Weaker', 'energy', 'prices', 'weighed', 'on', 'corn', 'and', 'soybeans', ',', 'both', 'key', 'feedstocks', 'for', 'making', 'biofuels', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['``', 'The', 'key', 'question', 'is', 'whether', 'this', 'marks', 'the', 'start', 'of', 'a', 'structural', 'downturn', 'in', 'commodity', 'prices', 'or', 'merely', 'a', 'correction', ',', ""''"", 'said', 'CBA', ""'s"", 'Dhar', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-LOC', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 5, 28]"
"['``', 'We', 'see', 'it', 'as', 'a', 'correction', 'and', 'a', 'buying', 'opportunity', 'rather', 'than', 'a', 'fundamental', 'shift', '.', ""''""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Summary', 'Companies', 'Ukraine', 'struggles', 'to', 'restore', 'energy', 'system', 'amid', 'bitter', 'winter', 'DTEK', 'CEO', 'says', 'energy', 'ceasefire', 'important', 'for', 'recovery', 'Russian', 'forces', 'target', 'transport', 'logistics', ',', 'Zelenskiy', 'says', 'KYIV', ',', 'Feb', '2', '(', 'Reuters', ')', '-', 'Russia', 'has', 'largely', 'observed', 'a', 'ceasefire', 'on', 'Ukraine', ""'s"", 'energy', 'infrastructure', ',', 'President', 'Volodymyr', 'Zelenskiy', 'said', 'on', 'Monday', 'as', 'Kyiv', 'prepared', 'for', 'the', 'next', 'round', 'of', 'trilateral', 'talks', 'on', 'how', 'to', 'end', 'the', 'war', '.']","['B-ORG', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-GPE', 'O', 'B-DATE', 'I-DATE', 'O', 'B-ORG', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-DATE', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[9, 28, 3, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 10, 28, 3, 28, 1, 16, 28, 9, 28, 28, 3, 28, 28, 28, 28, 28, 28, 3, 28, 28, 28, 28, 28, 10, 23, 28, 28, 1, 28, 3, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Zelenskiy', 'said', 'that', 'Russia', 'had', 'not', 'carried', 'out', 'any', 'targeted', 'missile', 'or', 'drone', 'strikes', 'on', 'Ukrainian', 'energy', 'infrastructure', 'in', 'the', 'past', '24', 'hours', ',', 'but', 'steady', 'Russian', 'shelling', 'hit', 'energy', 'facilities', 'near', 'the', 'front', 'line', '.']","['B-PERSON', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[10, 28, 28, 3, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 0, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['``', 'The', 'de-escalation', 'measures', '...', 'are', 'helping', 'to', 'build', 'public', 'trust', 'in', 'the', 'negotiation', 'process', 'and', 'its', 'possible', 'outcome', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['The', 'war', 'needs', 'to', 'be', 'ended', ',', ""''"", 'Zelenskiy', 'said', 'after', 'he', 'met', 'his', 'negotiating', 'team', 'ahead', 'of', 'the', 'next', 'round', 'of', 'peace', 'talks', 'with', 'Russian', 'and', 'U.S.', 'officials', 'scheduled', 'to', 'take', 'place', 'this', 'week', 'in', 'Abu', 'Dhabi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 3, 18, 28]"
"['We', 'believe', 'it', 'is', 'realistic', 'to', 'achieve', 'a', 'dignified', 'and', 'lasting', 'peace', '.', ""''""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['In', 'his', 'nightly', 'video', 'address', ',', 'Zelenskiy', 'noted', 'that', 'Russian', 'forces', 'had', 'continued', 'to', 'shell', 'Ukrainian', 'positions', 'and', 'logistics', ',', 'damaging', 'transmission', 'lines', 'and', 'other', 'sites', 'in', 'parts', 'of', 'the', 'southeastern', 'Dnipropetrovsk', 'and', 'Zaporizhzhia', 'regions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O', 'O']","[28, 28, 28, 28, 28, 28, 10, 28, 28, 7, 28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 3, 28, 3, 28, 28]"
"['He', 'said', 'the', 'pause', 'in', 'strikes', 'on', 'energy', 'infrastructure', 'underscored', 'the', 'fact', 'that', 'U.S.', 'efforts', 'to', 'pursue', 'negotiations', 'to', 'end', 'the', 'war', 'were', 'having', 'an', 'impact', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
